盈利	11603
重点	11469
成本	11457
房地产	11438
短	11432
人民币	11366
月份	11338
预测	11271
數	11251
成交量	11250
回升	11140
下滑	11108
万	11104
波动	11077
工业	11003
股票	11002
白银	10920
上涨	10875
铁矿石	10815
豆粕	10700
仓单	10673
业务	10658
资产	10568
指标	10549
线	10539
利差	10522
股指	10452
组合	10438
螺纹钢	10426
2011	10420
期限	10406
市盈率	10353
万元	10286
内	10258
32	10252
“	10226
”	10205
GDP	10186
LLDPE	10139
M	10125
新	10041
+	9963
業	9950
大幅	9857
大	9852
持续	9782
数量	9677
将	9653
策略	9581
制造业	9579
比例	9555
进口量	9514
汽车	9486
玉米	9369
动力煤	9367
贴水	9353
值	9325
新增	9297
继续	9245
33	9190
菜籽	9166
40	9122
P	9122
持仓量	9040
固定资产	9000
套利	8990
后	8964
玻璃	8918
了	8914
品种	8895
K	8887
不	8840
是	8836
发展	8815
产能	8785
明显	8781
增长率	8775
多	8775
存	8647
2008	8625
格	8561
价格指数	8558
商品房	8544
商品	8496
业绩	8491
焦煤	8487
34	8484
铅	8474
经济	8466
PB	8461
整体	8419
年初	8395
IF	8382
银行	8377
1405	8369
35	8369
CPI	8356
名	8314
报告	8282
单	8268
金额	8227
需求	8223
回购	8220
長	8208
子	8204
提升	8180
商	8090
棕榈油	8077
2010	8074
日本	7981
50	7956
发行	7950
有所	7946
十	7918
52	7906
2013.10	7897
；	7860
走	7847
化	7808
粕	7805
统计	7803
淨	7782
桶	7769
营业收入	7744
CFTC	7725
所	7723
】	7719
【	7699
36	7667
社会	7664
到期	7632
单月	7607
证券	7558
货币	7545
交易所	7523
土地	7513
小幅	7490
有	7486
综合	7460
余额	7448
贷款	7441
均	7421
于	7401
1409	7395
以	7346
压榨	7307
线图	7291
较	7256
COMEX	7179
右	7166
37	7116
历年	7083
白糖	7049
2013.6	7000
绝对	6970
甲醇	6952
38	6913
E	6895
截止	6872
生产	6815
零售	6756
利润率	6705
溢价率	6698
仍	6639
期货价格	6637
华东地区	6633
糖	6601
开工率	6536
倉	6534
39	6520
跟踪	6486
庫	6481
100	6468
报价	6438
级	6437
总	6431
研究	6429
   	6427
百万	6411
最近	6397
二	6394
管理	6384
菜	6383
百	6374
盈亏	6320
上市	6249
1401	6236
收盘价	6143
金属	6132
1501	6111
H	6105
高	6089
上市公司	6078
煤	6071
巴西	6048
按	6044
上期	6040
棉花	6035
技术	6013
2013.11	5973
2009	5961
订单	5942
相关	5938
钢材	5918
两	5901
近期	5856
41	5852
500	5841
信用	5809
连续	5800
占比	5799
比重	5796
未来	5795
交易日	5781
B	5749
额	5737
股份	5694
企业债	5681
豆	5674
增加	5641
08	5630
伦	5625
设备	5620
市	5602
申	5586
五	5540
下	5531
构成	5530
波幅	5522
ICE	5485
短期	5475
关系	5457
钢	5452
位	5451
债券	5440
四	5431
区域	5394
——	5385
营收	5377
医药	5365
42	5365
出现	5340
2009.1	5327
影响	5318
金	5316
2007	5313
43	5304
银	5303
上半年	5296
45	5274
ETF	5269
去	5267
亿	5256
类	5255
持平	5234
=	5208
行情	5208
或	5198
华东	5196
各项	5177
维持	5176
风险	5169
及其	5164
欧元区	5143
44	5128
港	5120
金融债	5113
头寸	5107
个股	5094
兌	5091
排名	5079
国家	5076
涨跌	5059
沥青	5040
幅度	5018
以上	5011
Rmb	5002
不同	5001
com	4999
周期	4998
汇率	4988
数	4982
变	4977
最大	4969
PPI	4960
融券	4945
下行	4936
铁路	4933
区间	4921
回报率	4921
基本	4898
日均	4880
部分	4871
季节性	4849
—	4828
等	4828
实际	4821
05	4814
周度	4800
价值	4779
原糖	4771
运价	4765
但	4753
秦皇岛	4752
信息	4742
勢圖	4737
生猪	4735
46	4707
上证指数	4700
溢价	4684
Figure	4682
分析师	4667
09	4664
矿	4659
反弹	4645
项目	4625
食品	4620
预计	4619
模型	4613
市净率	4609
市值	4603
因子	4590
商业	4575
空调	4553
处于	4549
开始	4538
天然气	4537
跌	4534
第	4533
市场份额	4526
份额	4489
WTI	4488
远期	4487
07	4464
型	4457
当日	4449
创业板	4442
~	4434
////	4410
产业	4403
47	4392
良好	4389
持	4383
48	4373
兑	4369
毛利	4360
从	4356
基准	4351
主营	4344
点	4338
度	4330
千	4324
资本	4307
式	4307
融	4266
1309	4263
完成	4258
移动	4250
高位	4245
新兴	4241
日元	4234
变化图	4224
经营	4214
期价	4211
评级	4210
法	4210
地产	4207
三大	4205
目标	4202
亚洲	4200
声明	4199
达	4183
转债	4179
粗钢	4175
间	4172
总持仓	4157
以及	4154
到	4149
存款	4135
增加值	4135
金融	4132
央行	4129
期间	4125
0.0	4103
保持	4100
Band	4082
现金流	4073
票据	4055
净资产	4053
动态	4048
农产品	4047
产业链	4044
半	4043
螺纹	4038
现金	4036
目前	4025
下游	4022
注销	4018
居	4018
已	4013
经过	4001
49	3998
样本	3976
费用率	3976
01	3966
--	3952
机构	3948
加	3942
多空	3941
状况	3938
Figure-	3936
券	3936
恒指	3934
上证综指	3923
取得	3916
票	3914
北京	3911
项	3906
多年	3905
同	3905
2011.1	3902
欧洲	3897
小麦	3881
最新	3877
信达	3877
也	3875
家	3873
超	3870
服务	3867
台	3866
60	3864
SHIBOR	3862
政策	3848
跨期	3842
合约价	3842
黃金	3812
2013.12	3812
一手	3807
股市	3797
一级	3790
國	3784
全	3784
稳定	3779
电子	3776
炼焦煤	3758
新开工	3755
来源	3744
空间	3741
平米	3741
负债	3736
超额	3729
截至	3728
英	3726
质押	3720
比值	3719
发电量	3708
标普	3705
高于	3704
现货价	3694
报	3691
产品价格	3689
恒生	3686
附图	3674
国	3669
平稳	3664
低	3653
出厂价	3650
分类	3649
开发	3646
全部	3637
低于	3636
of	3630
其他	3618
可	3615
日报	3601
2013.8	3596
公开市场	3574
51	3566
企	3563
PVC	3560
70	3556
天数	3549
销售额	3544
能源	3543
调整	3543
低位	3529
PP	3528
增	3524
三季度	3507
煤价	3502
棉	3500
用户	3497
持有	3496
AA	3474
山西	3466
操作	3464
出口量	3463
百分点	3461
进出口	3460
显著	3439
放缓	3437
年期	3433
支出	3419
因素	3417
化工	3416
信	3414
能力	3412
钢铁	3404
53	3404
正	3401
销售收入	3396
加权	3395
主营业务	3395
含	3391
多头	3388
纺织	3357
时间	3350
平台	3347
减少	3340
差价	3333
涨	3322
日期	3320
理财产品	3316
手	3316
未	3306
ROE	3297
伦敦	3294
自	3285
左	3270
期权	3269
图片	3262
&	3262
郑棉	3252
品牌	3246
互联网	3241
钢厂	3233
上证	3229
季	3228
石脑油	3228
次	3224
孳息	3210
轴	3210
国产	3209
压力	3199
交	3196
原油价格	3196
近年	3185
CRB	3183
使用	3182
倍	3180
城投债	3177
香港	3173
复合	3172
55	3161
貨	3160
非商业	3156
人均	3155
橡胶	3154
菜油	3143
一季度	3139
欧元	3137
食糖	3135
平方米	3131
过去	3131
地	3124
房价	3112
电厂	3108
涤纶	3106
推荐	3082
點	3079
仓	3079
06	3077
2006	3076
TTM	3074
行	3073
营业	3061
54	3050
服装	3046
示意图	3046
秦皇岛港	3041
仓位	3039
二级	3038
集团	3037
TF	3035
大盘	3028
一手房	3023
汇丰	3014
每日	3009
内外	3005
股份有限公司	3003
CBOT	3000
2.	2995
价位	2995
短纤	2994
广州	2990
房屋	2988
日内	2986
市场走势	2965
成	2961
每股	2954
供需	2952
3.	2948
2012.1	2944
成交额	2942
总量	2935
重	2926
机会	2920
2008.1	2918
连	2916
较大	2911
泰国	2911
小时	2910
会员	2907
掉期	2875
中小板	2870
外	2867
乙烯	2864
国内外	2861
各类	2859
盘面	2855
主产区	2846
纯	2846
而	2845
消费量	2845
鸡蛋	2840
纯碱	2840
来	2837
今年	2837
鎊	2836
领先	2829
均值	2828
mm	2819
快速	2813
拆息	2808
风格	2808
恒生指数	2807
期指	2806
NYMEX	2803
套	2799
跌幅	2797
天然橡胶	2791
尿素	2784
之	2777
收	2766
固定	2760
环保	2757
同业	2757
比降	2748
国企	2748
商品住宅	2747
2013.9	2742
款	2739
04	2738
D	2737
油价	2735
原料	2730
外盘	2726
旅游	2724
用	2716
端	2716
海外	2712
养殖	2706
板	2705
_	2702
1.	2700
震荡	2698
我们	2695
信托	2692
精矿	2688
2015	2681
Y	2678
盎司	2676
4.	2673
美分	2672
流动性	2667
郑	2665
56	2662
配	2661
券商	2657
存货	2650
出货量	2647
R	2643
跨	2642
采购	2641
沿海	2640
供应	2638
大连	2637
核心	2635
贸易	2630
能	2630
2000	2629
估算	2628
改善	2621
青岛	2616
線	2615
PX	2609
一览	2609
42.5	2608
投	2606
外汇	2594
证	2587
三月	2582
精炼铜	2578
深圳	2576
2014.01	2575
回顾	2574
号	2566
左轴	2564
江苏	2564
一线	2559
卡	2558
供给	2552
买入	2552
增幅	2551
所在地	2548
57	2546
政策性	2539
保证金	2537
费用	2527
通胀	2524
变化趋势	2519
片	2517
科技	2513
油	2513
66	2499
菜籽油	2490
AAA	2482
C	2480
二线	2470
长期	2470
食品饮料	2467
最高	2459
流入	2442
65	2442
2005	2438
59	2433
净值	2428
长江	2427
上行	2420
世界	2415
建设	2409
立	2407
万一	2407
方向性	2399
概况	2395
周报	2394
活跃	2390
精炼	2386
较高	2384
开工	2380
03	2379
客户	2377
大宗	2374
bp	2374
细分	2374
显示	2370
62	2369
猪肉	2369
消费品	2360
应用	2360
58	2360
)/	2356
折	2355
隐含	2355
利润总额	2354
系统	2354
财	2352
注册	2350
配置	2349
德国	2345
不断	2342
光伏	2342
重要	2338
2010.1	2332
业	2331
基础	2330
原材料	2328
5.	2323
流通	2315
内容	2315
中信	2307
BDI	2304
0	2293
诚	2292
产	2290
模式	2282
盘	2280
場	2280
2013.7	2279
BP	2277
降	2275
扩大	2273
关注	2272
有色金属	2271
新加坡	2262
單	2261
制造	2250
六	2240
类型	2239
净空	2236
－	2235
概念	2235
新能源	2233
存量	2230
观点	2230
无	2224
领域	2214
隔	2212
换手率	2212
中间价	2205
电力	2201
冰箱	2200
cn	2197
2004.1	2196
中的	2190
大中城市	2190
业务收入	2183
Wind	2182
同期	2180
建筑	2179
一个	2178
投机	2175
出	2173
今日	2173
略有	2170
多晶硅	2168
信心	2168
～	2167
约	2161
石油	2157
稳	2156
账户	2156
于通	2150
乘用车	2150
资产负债率	2149
政府	2147
產	2146
网络	2146
远	2146
售	2142
发行量	2141
O	2141
80	2141
消费者	2133
千克	2131
每周	2130
地方	2128
白酒	2123
上游	2123
超过	2121
and	2120
跳空	2117
冶金焦	2115
有望	2115
扩张	2114
塑料	2113
失业率	2112
贡献	2110
61	2107
央票	2106
vs	2103
分别	2102
人数	2101
流量	2100
工程	2100
计算机	2099
利用率	2096
金价	2095
该	2094
可能	2093
就业	2087
汇价	2083
中长期	2083
二季度	2080
公斤	2075
Top	2073
达到	2073
已经	2073
》	2071
拆借	2071
纽约	2071
64	2069
快速增长	2065
信贷	2063
会	2063
提高	2054
热	2053
人	2052
收账	2050
*	2047
小	2046
动力	2044
LED	2042
结算	2039
传媒	2039
并	2038
收盘	2034
格局	2030
活动	2030
空头	2028
品	2026
交割	2025
关键	2023
总体	2022
洗衣机	2020
《	2020
浮法玻璃	2017
IC	2016
1406	2010
生	2009
当前	2007
汽油	2006
精	2001
母猪	1996
1312	1994
销	1992
澳元	1989
6.	1987
传统	1984
网	1982
歐	1980
鋁	1979
环	1975
原油期货	1975
表現	1975
比率	1973
用地	1973
渠道	1973
应	1970
證	1968
线材	1964
阶段	1963
互换	1963
三线	1951
占款	1949
勢	1948
2014.4	1945
台湾	1944
G	1941
结算价	1940
逐步	1939
零售额	1935
发电	1933
税	1930
L	1928
FOB	1927
标准	1926
MDI	1921
煤矿	1915
跑	1914
聚酯	1908
终端	1907
乙醇	1905
智能	1905
七	1898
75	1895
覆盖	1892
保税区	1891
投资者	1885
总额	1879
长	1878
換	1877
模拟	1876
含税价	1873
简介	1873
分行业	1867
双边	1866
下半年	1863
印度	1862
2014.04	1862
68	1858
韩国	1857
銀	1850
2014.3	1844
63	1844
CFTCCFTCCFTCCFTC	1844
左右	1842
in	1838
家电	1838
澳大利亚	1832
游戏	1831
企稳	1831
與	1827
镍	1824
聚乙烯	1817
国开	1817
竣工	1816
YTM	1815
铜价	1815
施工	1812
进入	1807
磅	1807
有效	1803
港元	1800
布伦特	1793
大型	1786
测算	1786
支付	1785
昨日	1784
港股	1779
02	1771
净流入	1770
7.	1768
加速	1767
1.1	1766
預	1766
加工	1763
分级	1761
67	1759
粘胶	1757
1.2	1755
进口成本	1751
臵	1750
合计	1748
铜材	1741
推出	1740
图图	1739
剔除	1738
火电	1736
电石	1735
钢材价格	1734
需	1730
景气指数	1728
幣	1727
2014.1	1725
炼钢	1721
跨市	1715
电池	1712
5500	1711
白	1711
裂解	1709
欧	1706
环渤海	1706
成长	1706
人口	1706
即期	1703
2.1	1700
’	1698
分钟	1697
建议	1697
中南部	1697
货	1693
贴	1692
存栏量	1691
通信	1689
Shibor	1688
各国	1687
出厂价格	1683
柴油	1683
吞吐量	1682
运行	1679
招标	1679
热轧	1675
69	1673
长丝	1669
产成品	1667
中國	1665
二十	1657
波罗的海	1657
弱	1656
有限公司	1654
运营	1651
数日	1651
利用	1649
流出	1647
可用	1647
创新	1646
變	1645
钢坯	1644
手机	1644
优势	1643
调	1643
s	1641
时	1639
看	1637
RU	1635
债务	1631
解禁	1628
烯	1626
酒店	1626
直	1625
2.2	1621
其	1621
生物	1619
万辆	1617
升水	1617
复苏	1617
BB	1615
批发价格	1613
独立	1612
用电量	1610
料	1608
沽空	1608
由	1608
创	1606
年内	1606
2014.03	1603
各地	1602
切片	1602
受	1602
額	1595
两市	1594
实现	1594
71	1593
铜精矿	1590
卖出	1584
加权平均	1582
2.3	1582
零售总额	1581
集装箱	1579
猪	1574
河北	1573
一致	1573
并购	1570
没有	1564
干散货	1564
有色	1564
研发	1563
元元	1561
南华	1561
2004	1559
华北	1559
焦	1558
公路	1557
T	1556
产出	1554
组	1554
排行榜	1550
杭州	1550
72	1550
售价	1549
伦铜	1547
TC	1546
净利	1545
最低	1543
动	1538
90	1538
2014.2	1536
免责	1535
种	1531
目录	1530
存栏	1529
权益	1528
减持	1528
星期六	1528
73	1525
向	1524
农业	1524
年前	1524
研究报告	1522
周转率	1522
三级	1520
隔夜	1518
锡	1513
为主	1512
高端	1511
投放	1509
国开行	1504
1412	1504
債	1503
进一步	1501
2014.5	1501
头	1499
船舶	1499
供需平衡	1499
卷	1499
油粕	1496
计划	1495
库存量	1495
延续	1494
曲	1494
恆	1491
风电	1489
化工行业	1488
医院	1488
MEG	1487
公司债	1486
草甘膦	1484
2011.7	1483
丙	1482
基金公司	1482
广西	1482
集中度	1481
出厂	1480
旬	1480
股权结构	1480
新建	1480
内销	1479
天津	1478
航线	1476
China	1473
上月	1470
轮胎	1468
HK	1468
冷轧	1468
改革	1466
油厂	1464
個	1463
逐年	1458
电商	1458
材料	1456
信号	1456
逐渐	1456
归属	1455
支持	1450
观察	1449
油菜籽	1448
非金融	1448
进度	1447
2014.02	1445
华南	1445
天津港	1445
道琼斯	1444
套数	1443
最好	1439
仔猪	1435
DCE	1433
依然	1433
杠杆	1433
期市	1428
规律	1428
降至	1424
交易量	1422
棉花价格	1422
库	1421
只	1418
氧化铝	1418
？	1417
I	1415
74	1413
醋酸	1412
国泰君安	1411
分布图	1408
1403	1407
强	1405
广告	1403
2003	1400
经营性	1399
近期走势	1399
相比	1397
2006.1	1396
性	1395
起	1395
迅速	1394
棕	1391
规划	1388
平均价格	1385
•	1378
长三角	1377
热轧卷	1375
精对苯二甲酸	1373
航空	1371
英国	1369
电	1368
9.	1364
成为	1363
医疗	1361
披露	1361
销售费用	1361
具有	1360
黄金价格	1360
单季	1360
接近	1359
金融机构	1359
動	1359
不变	1358
目	1358
J	1356
导致	1354
TD	1351
万亿	1351
RB	1349
择时	1349
标	1346
汽车销量	1345
基于	1345
本月	1345
六大	1343
中期	1342
较低	1338
标的	1336
采	1335
赢	1334
新高	1334
報	1334
席位	1333
資	1333
去年	1332
萬	1332
好	1330
石化	1330
船	1329
城	1328
居民	1326
转	1324
007	1324
航运	1323
3.2	1321
呈现	1318
主题	1317
第一	1316
所有	1315
76	1315
現	1315
净投放	1314
万台	1311
猪粮比	1309
半导体	1306
焦化	1306
更新	1306
深证	1306
南京	1305
材	1304
山东	1304
艘	1300
温州	1299
營	1295
资源	1294
唐山	1294
分化	1293
钢铁行业	1293
西南	1293
价格上涨	1290
國國庫債	1288
增量	1288
VIX	1288
近年来	1288
SPDR	1286
方	1285
仍然	1285
％	1284
西部	1283
重箱	1282
物流	1279
繁	1278
餐饮	1278
收窄	1277
EPS	1276
8.	1273
轮	1273
TA	1271
VS	1270
水电	1270
管理费用	1269
电子行业	1269
增持	1268
NDF	1266
早报	1266
基建投资	1265
通	1263
产区	1262
啤酒	1262
水	1261
经济体	1260
净额	1260
转型	1259
第二	1258
部	1257
仅	1257
3.1	1255
组件	1255
商业银行	1254
布局	1254
月中	1253
1505	1250
保费	1249
四季	1249
中美	1248
机器人	1248
北美	1248
厂	1248
国外	1246
资料	1245
平仓	1245
辆	1244
社	1244
开支	1243
77	1242
华夏	1240
年年	1239
资金来源	1238
宏观	1234
走高	1233
装机容量	1232
CTD	1232
厂商	1231
饲料	1230
开	1229
版权所有	1229
2014.05	1229
11.	1228
西北	1228
母公司	1227
今年以来	1227
降低	1226
财经	1226
贵金属	1225
十亿	1224
情绪	1224
78	1223
呈	1222
10.	1220
FB	1217
豆菜	1216
升值	1211
净利润率	1211
二手房	1210
热度	1209
下调	1207
程度	1206
12.	1206
高速	1202
推动	1201
债市	1200
单产	1199
官方	1198
量价	1198
除	1198
直接	1198
投资额	1197
供	1195
较快	1194
月末	1191
方式	1190
79	1189
氨纶	1188
Jan-	1188
偏	1186
生产资料	1185
成品油	1184
小组	1184
提供	1184
郑盘	1184
平均水平	1182
通过	1181
公共	1180
渗透率	1180
保险	1179
软件	1179
名义	1177
异动	1173
p	1173
回报	1172
东北	1172
带来	1172
龙头	1171
系列	1171
相关性	1170
盘期现	1169
85	1168
城镇	1165
甘蔗	1162
战略	1162
空	1161
THE	1160
底部	1160
#	1157
产销	1156
相关系数	1156
非农	1156
相對	1156
无烟煤	1155
金银	1155
总资产	1154
生铁	1154
股权	1152
合同	1151
军工	1150
89	1149
葡萄酒	1147
亏损	1146
TO	1143
拉动	1143
邮箱	1142
事件	1141
民间	1141
前后	1140
最	1140
shibor	1139
硅	1139
成都	1139
型基金	1138
财政收入	1138
景	1137
Trust	1136
2014.7	1136
滞后	1135
点评	1133
FUTURE	1133
带动	1133
股东	1132
SHFE	1132
DEDICATED	1131
以下	1131
库容	1131
宏观经济	1130
乳制品	1129
標	1128
近几年	1128
Z	1127
低迷	1126
支撑	1125
运营商	1121
关联	1119
聚氯乙烯	1118
平安	1115
同比增加	1115
2001	1113
熟料	1113
炼厂	1112
发送给	1112
较为	1111
(+	1110
2014.07	1110
蛋白	1109
面板	1109
稳步	1109
汽车行业	1109
其中	1107
对冲	1107
84	1106
教育	1104
恢复	1103
合肥	1102
建材	1102
缺口	1101
houhx@essence	1101
81	1099
竞争	1099
突破	1098
通道	1098
布	1097
五大	1097
甲醛	1097
2002	1096
略	1095
攀升	1095
废铜	1093
米	1093
贬值	1093
之后	1089
马来西亚	1088
二甲醚	1088
宁波	1086
态势	1086
期货市场	1085
四大	1085
Silver	1084
汽车产量	1083
1.3	1082
武汉	1081
期货价	1080
BDO	1079
景气	1078
FG	1077
气度	1076
专业	1076
走低	1073
张	1073
机械	1072
首日	1068
原煤	1068
S	1067
理财	1067
內	1066
份	1066
建	1066
都	1065
驱动	1065
1410	1062
海运费	1061
动量	1060
被	1060
利	1059
YoY	1058
中厚板	1057
CFR	1055
省市	1055
持有量	1054
升至	1054
矿石	1054
与非	1053
14.	1053
AH	1053
双周	1052
MSCI	1052
原铝	1050
负增长	1050
京唐港	1049
等级	1049
同时	1049
86	1049
2013.5	1049
资产负债表	1048
2013.4	1048
微	1048
最多	1047
分别为	1046
82	1045
Sales	1042
机场	1041
投入	1040
2007.2	1039
涤	1037
83	1034
形成	1034
谨慎	1033
电网	1033
导体	1033
财政	1033
对应	1030
存在	1030
合	1030
聚丙烯	1029
中国移动	1028
信达证券	1028
2.4	1028
98	1026
监测	1026
固	1026
研究所	1025
13.	1024
在线	1023
2014.6	1022
下月	1021
合理	1021
收购	1020
IT	1020
锰	1019
开机率	1019
丁二烯	1018
提示	1017
供应量	1016
油品	1016
来看	1015
八	1015
周转量	1015
BJ	1013
郑商所	1012
----	1011
180	1010
同步	1007
回	1006
百万吨	1006
保	1005
咨询	1004
交运	1003
注	1002
罐	1002
牛	1001
主	1001
东南亚	1000
銷	999
000	999
销售量	996
加快	996
服务业	995
机械行业	995
分解	992
因	992
新屋	992
废	988
88	988
硅铁	988
仹	988
调研	987
稳健	987
容量	987
控股	985
化学	983
晨会	982
电视	981
銅	981
季报	981
耗	981
CDS	978
95	977
基准利率	976
装置	975
几	975
体系	975
计算	973
得分	973
之间	972
居前	972
87	971
负荷	971
区	969
环节	968
铝材	968
附近	967
整理	966
磷酸	966
重庆	965
平	965
减仓	963
原因	963
基本面	963
进行	961
较好	961
家电行业	960
出货	960
倉歐	960
丝	959
医药行业	959
排行	959
住房	958
到岸	958
环境	958
螺	957
2.5	957
美联储	956
任何	956
钛白粉	955
运输	955
環	954
银行业	954
产值	953
Brent	951
保有量	951
一般	951
年底	950
智能手机	950
TDI	949
折价率	947
药	947
可转债	947
表观	946
3.3	945
监控	945
普	944
电力电缆	944
优	944
控制	943
加大	942
燃油	942
粉	941
m	941
国际原油	940
2013.3	940
公债	940
集中	939
车型	939
农林牧渔	939
息差	939
发布	938
主流	938
英镑	938
购物	934
活跃度	933
山西省	932
这	931
'	930
普遍	929
燃料油	928
油脂	928
AG	928
看好	926
1.5	926
年收入	924
符合	923
宽松	922
力度	921
15.	920
挖掘机	919
合成	919
由于	919
一定	918
缩小	917
品类	917
V	915
国有	915
2016	914
可以	914
面临	914
负	914
苏州	912
1.4	912
生产成本	911
日线图	911
网站	910
折算	906
區	906
量化	906
零部件	906
本人	905
股票市场	904
更	903
	903
播种面积	902
MA	901
加元	901
分行	901
强麦	901
受益	899
方向	898
北方	897
全社会	897
Growth	896
还	896
2001.1	896
拐点	896
理论	895
美股	895
且	894
预报	894
降幅	892
各地区	892
上交所	892
公布	892
$	891
家具	891
ICSD	890
则	890
机	887
黑色金属	887
中南	886
the	886
持股	884
    	883
租	882
资金面	882
普氏	879
重油	877
铝土矿	877
基建	877
去年同期	877
to	876
中小	875
深度	875
烧碱	874
16.	874
客车	873
2014.06	872
亚太	871
1310	871
末	871
收市	871
平均价	870
用电	868
对外	868
DMF	868
要闻	867
方面	867
周转	867
当季	867
91	867
聚	866
家庭	866
考虑	866
好转	865
PC	865
油气	864
厦门	863
反映	863
无风险	862
t	862
JM	862
SR	861
商务部	861
中金	861
稀土	861
HS	860
广州港	858
部门	858
获得	857
单价	857
百分比	857
财务费用	856
band	856
静态	855
新房	854
坑口	854
盈	853
客座率	852
装机	852
力	852
以外	851
榜	851
棉纱	850
大商所	850
大类	849
全年	849
累积	849
F	849
铁精粉	848
车	848
北京市	848
意见	847
纽	847
节能	847
如下	846
全面	846
熊	845
欧盟	845
胶合板	845
系	845
by	845
CF	845
印尼	844
328	844
入市	844
上海期货交易所	844
钾肥	843
混	843
展期	841
判断	840
弱势	840
差异	839
一月	839
展望	838
估计	837
IPO	836
期末	835
位置	835
間	835
回暖	835
法国	834
广东	833
网购	832
烟	831
TCE	831
随着	831
维生素	829
海运	829
服务商	828
复	827
工程机械	827
电源	827
生活	827
权重	826
货物	826
利	826
200	825
普通	825
a	825
花期	825
93	824
AU	824
元器件	823
发电设备	823
限额	823
车板	822
有限	819
每	819
息	818
首次	816
农村	816
旅客	815
大米	814
划分	814
不大	814
苯	814
见	814
负债率	813
煤炭行业	813
运量	813
柳州	812
公用事业	811
东方	811
线性	811
月均	811
客	811
波	810
个人	810
伦敦银	808
洲	806
梅隆	806
research@bnyfund	806
特征	806
焦化厂	806
签约	806
kg	804
门店	804
4.1	802
·	802
聚醚	801
百货	801
种植	799
汽	799
//	799
CAGR	799
现价	798
乳	798
报收	797
ME	795
億	795
一年期	794
可比	792
99	792
增强	792
汇总	791
认为	791
过程	790
中心	789
公里	788
锚地	788
核电	788
92	787
Sep-	786
鸡苗	785
四周	785
集	781
生产线	780
苯胺	779
轿车	777
层	777
锦纶	777
0.5	777
鸡	776
千瓦	776
屠宰	774
供求	773
市场价	772
RM	770
年平均	768
欧美	768
伦敦金	767
96	767
来自	766
http	766
後	766
97	766
租金	765
海	765
18.	765
EV	765
4.2	764
股票指数	764
BRENT	764
日成交额	763
氧化	763
预估	763
134	761
二手	760
工业品	760
0.1	760
棉价	759
电解铝	759
强势	758
版块	758
郑州	758
大同	757
再次	757
各月	757
OECD	756
1407	756
主体	756
大卡	755
概	755
纳斯达克	755
MACD	755
购进	754
不会	754
零售量	754
取向	754
自有	753
混合	753
反转	753
磷矿石	752
冲击	752
问题	751
货运	751
需要	751
营销	750
买	750
加工费	749
W	749
对照	748
較	748
今	747
Price	746
场	746
购置	746
0.2	746
增减	745
集合	744
……	744
Performance	744
MX	743
德	743
中原	742
广	741
